metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
whiten	self	0.95	1.0	0.65	1288	80	78	0.975	0.0606	0.114	0.0621	0.9479	0.0212	0.0416	1.375
whiten	self	0.95	1.0	0.7	1288	79	77	0.9747	0.0598	0.1127	0.0613	0.9473	0.0211	0.0413	1.38
whiten	self	0.95	1.0	0.75	1288	78	77	0.9872	0.0598	0.1127	0.0606	0.9594	0.0211	0.0414	1.385
whiten	self	0.95	1.0	0.8	1288	78	77	0.9872	0.0598	0.1127	0.0606	0.9594	0.0211	0.0414	1.385
whiten	self	0.95	1.0	0.85	1288	77	77	1.0	0.0598	0.1128	0.0598	0.9719	0.0211	0.0414	1.39
whiten	self	0.95	1.0	0.9	1288	77	77	1.0	0.0598	0.1128	0.0598	0.9719	0.0211	0.0414	1.39
whiten	twin	0.0	0.2226	0.0	1288	1284	1010	0.7866	0.7842	0.7854	0.9969	0.4533	0.2836	0.3489	8.29
whiten	twin	0.0	0.2226	0.05	1288	1284	950	0.7399	0.7376	0.7387	0.9969	0.4965	0.2599	0.3412	4.453
whiten	twin	0.0	0.2226	0.1	1288	1273	887	0.6968	0.6887	0.6927	0.9884	0.5299	0.2416	0.3319	2.771
whiten	twin	0.0	0.2226	0.15	1288	1249	836	0.6693	0.6491	0.659	0.9697	0.5449	0.2278	0.3213	2.097
whiten	twin	0.0	0.2226	0.2	1288	1211	797	0.6581	0.6188	0.6379	0.9402	0.5703	0.2181	0.3155	1.728
whiten	twin	0.0	0.2226	0.25	1288	1164	771	0.6624	0.5986	0.6289	0.9037	0.5955	0.2078	0.3081	1.519
whiten	twin	0.0	0.2226	0.3	1288	1108	753	0.6796	0.5846	0.6285	0.8602	0.6207	0.2021	0.3049	1.41
whiten	twin	0.0	0.2226	0.35	1288	1061	740	0.6975	0.5745	0.6301	0.8238	0.6467	0.1991	0.3045	1.342
whiten	twin	0.0	0.2226	0.4	1288	1002	722	0.7206	0.5606	0.6306	0.778	0.6751	0.1921	0.299	1.308
whiten	twin	0.0	0.2226	0.45	1288	956	699	0.7312	0.5427	0.623	0.7422	0.6953	0.1845	0.2916	1.26
whiten	twin	0.0	0.2226	0.5	1288	913	683	0.7481	0.5303	0.6206	0.7089	0.7165	0.1806	0.2885	1.24
whiten	twin	0.0	0.2226	0.55	1288	865	655	0.7572	0.5085	0.6085	0.6716	0.7257	0.1725	0.2787	1.244
