metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
cosine	self	0.25	0.8681	0.9	1288	556	550	0.9892	0.427	0.5965	0.4317	0.9762	0.1495	0.2592	1.25
cosine	self	0.3	0.9126	0.0	1288	901	891	0.9889	0.6918	0.8141	0.6995	0.6466	0.2489	0.3595	5.592
cosine	self	0.3	0.9126	0.05	1288	901	870	0.9656	0.6755	0.7949	0.6995	0.6957	0.2382	0.3548	3.483
cosine	self	0.3	0.9126	0.1	1288	900	824	0.9156	0.6398	0.7532	0.6988	0.7325	0.223	0.3419	2.368
cosine	self	0.3	0.9126	0.15	1288	895	793	0.886	0.6157	0.7265	0.6949	0.745	0.2122	0.3303	1.968
cosine	self	0.3	0.9126	0.2	1288	885	768	0.8678	0.5963	0.7069	0.6871	0.7699	0.2051	0.3239	1.649
cosine	self	0.3	0.9126	0.25	1288	866	740	0.8545	0.5745	0.6871	0.6724	0.7815	0.1967	0.3142	1.499
cosine	self	0.3	0.9126	0.3	1288	842	719	0.8539	0.5582	0.6751	0.6537	0.8027	0.1917	0.3095	1.402
cosine	self	0.3	0.9126	0.35	1288	818	708	0.8655	0.5497	0.6724	0.6351	0.8304	0.1896	0.3087	1.341
cosine	self	0.3	0.9126	0.4	1288	794	697	0.8778	0.5411	0.6695	0.6165	0.8465	0.1874	0.3068	1.328
cosine	self	0.3	0.9126	0.45	1288	774	680	0.8786	0.528	0.6596	0.6009	0.8575	0.1817	0.2998	1.293
cosine	self	0.3	0.9126	0.5	1288	738	662	0.897	0.514	0.6535	0.573	0.8789	0.1759	0.2931	1.293
cosine	self	0.3	0.9126	0.55	1288	711	648	0.9114	0.5031	0.6483	0.552	0.8952	0.1735	0.2907	1.294
cosine	self	0.3	0.9126	0.6	1288	689	633	0.9187	0.4915	0.6404	0.5349	0.9028	0.171	0.2876	1.296
cosine	self	0.3	0.9126	0.65	1288	665	618	0.9293	0.4798	0.6329	0.5163	0.9135	0.1667	0.282	1.297
cosine	self	0.3	0.9126	0.7	1288	632	600	0.9494	0.4658	0.625	0.4907	0.9327	0.1617	0.2757	1.289
cosine	self	0.3	0.9126	0.75	1288	612	588	0.9608	0.4565	0.6189	0.4752	0.9468	0.1588	0.272	1.286
cosine	self	0.3	0.9126	0.8	1288	586	574	0.9795	0.4457	0.6126	0.455	0.9657	0.1548	0.2668	1.278
cosine	self	0.3	0.9126	0.85	1288	572	562	0.9825	0.4363	0.6043	0.4441	0.9716	0.1521	0.263	1.248
cosine	self	0.3	0.9126	0.9	1288	547	543	0.9927	0.4216	0.5918	0.4247	0.9813	0.1473	0.2561	1.254
cosine	self	0.35	0.9436	0.0	1288	837	833	0.9952	0.6467	0.784	0.6498	0.6727	0.2318	0.3448	5.33
cosine	self	0.35	0.9436	0.05	1288	837	821	0.9809	0.6374	0.7727	0.6498	0.7216	0.2241	0.342	3.363
cosine	self	0.35	0.9436	0.1	1288	836	783	0.9366	0.6079	0.7373	0.6491	0.7581	0.2107	0.3298	2.318
